timestamp,pod,nr_periods,nr_throttled,throttled_usec
1771605302.312567567,gateway-695b648d4f-ltwgg,1567,844,43070323
1771605302.312567567,marketdata-74dd4b564c-pm4xr,1571,1486,447401010
1771605302.312567567,redis-7c9f8cfd8-8fjd4,156244,1,6676
1771605302.312567567,risk-67c98ff578-rlv99,1572,653,35100748
1771605302.312567567,rqdelay-cms88,0,0,0
1771605302.312567567,rqdelay-v9tjl,0,0,0
1771605303.066151241,auth-7b7f6559d5-t7pnq,1569,729,35689915
1771605303.066151241,execution-6445bbb759-vk6xk,1570,39,3985508
1771605303.066151241,gateway-695b648d4f-ltwgg,1569,844,43070323
1771605303.066151241,marketdata-74dd4b564c-pm4xr,1573,1486,447401010
1771605303.066151241,redis-7c9f8cfd8-8fjd4,156249,1,6676
1771605303.066151241,risk-67c98ff578-rlv99,1572,653,35100748
1771605303.066151241,rqdelay-cms88,0,0,0
1771605303.066151241,rqdelay-v9tjl,0,0,0
1771605303.822640235,auth-7b7f6559d5-t7pnq,1571,729,35689915
1771605303.822640235,execution-6445bbb759-vk6xk,1572,39,3985508
1771605303.822640235,gateway-695b648d4f-ltwgg,1571,844,43070323
1771605303.822640235,marketdata-74dd4b564c-pm4xr,1575,1486,447401010
1771605303.822640235,redis-7c9f8cfd8-8fjd4,156254,1,6676
1771605303.822640235,risk-67c98ff578-rlv99,1574,653,35100748
1771605303.822640235,rqdelay-cms88,0,0,0
1771605303.822640235,rqdelay-v9tjl,0,0,0
1771605304.594626339,auth-7b7f6559d5-t7pnq,1573,729,35689915
1771605304.594626339,execution-6445bbb759-vk6xk,1574,39,3985508
1771605304.594626339,gateway-695b648d4f-ltwgg,1571,844,43070323
1771605304.594626339,marketdata-74dd4b564c-pm4xr,1578,1486,447401010
1771605304.594626339,redis-7c9f8cfd8-8fjd4,156258,1,6676
1771605304.594626339,risk-67c98ff578-rlv99,1576,653,35100748
1771605304.594626339,rqdelay-cms88,0,0,0
1771605304.594626339,rqdelay-v9tjl,0,0,0
1771605305.362554394,auth-7b7f6559d5-t7pnq,1575,729,35689915
1771605305.362554394,execution-6445bbb759-vk6xk,1576,39,3985508
1771605305.362554394,gateway-695b648d4f-ltwgg,1573,844,43070323
1771605305.362554394,marketdata-74dd4b564c-pm4xr,1579,1486,447401010
1771605305.362554394,redis-7c9f8cfd8-8fjd4,156263,1,6676
1771605305.362554394,risk-67c98ff578-rlv99,1579,653,35100748
1771605305.362554394,rqdelay-cms88,0,0,0
1771605305.362554394,rqdelay-v9tjl,0,0,0
1771605306.121584039,auth-7b7f6559d5-t7pnq,1577,729,35689915
1771605306.121584039,execution-6445bbb759-vk6xk,1578,39,3985508
1771605306.121584039,gateway-695b648d4f-ltwgg,1575,844,43070323
1771605306.121584039,marketdata-74dd4b564c-pm4xr,1581,1486,447401010
1771605306.121584039,redis-7c9f8cfd8-8fjd4,156267,1,6676
1771605306.121584039,risk-67c98ff578-rlv99,1581,653,35100748
1771605306.121584039,rqdelay-cms88,0,0,0
1771605306.121584039,rqdelay-v9tjl,0,0,0
1771605306.861449023,auth-7b7f6559d5-t7pnq,1579,729,35689915
1771605306.861449023,execution-6445bbb759-vk6xk,1581,39,3985508
1771605306.861449023,gateway-695b648d4f-ltwgg,1578,844,43070323
1771605306.861449023,jaeger-5b98486cdb-5chnh,3,0,0
1771605306.861449023,marketdata-74dd4b564c-pm4xr,1583,1486,447401010
1771605306.861449023,redis-7c9f8cfd8-8fjd4,156271,1,6676
1771605306.861449023,risk-67c98ff578-rlv99,1583,653,35100748
1771605306.861449023,rqdelay-cms88,0,0,0
1771605306.861449023,rqdelay-v9tjl,0,0,0
1771605307.633079242,auth-7b7f6559d5-t7pnq,1581,729,35689915
1771605307.633079242,execution-6445bbb759-vk6xk,1585,39,3985508
1771605307.633079242,gateway-695b648d4f-ltwgg,1580,844,43070323
1771605307.633079242,jaeger-5b98486cdb-5chnh,5,0,0
1771605307.633079242,marketdata-74dd4b564c-pm4xr,1585,1486,447401010
1771605307.633079242,redis-7c9f8cfd8-8fjd4,156276,1,6676
1771605307.633079242,risk-67c98ff578-rlv99,1585,653,35100748
1771605307.633079242,rqdelay-cms88,0,0,0
1771605307.633079242,rqdelay-v9tjl,0,0,0
1771605308.415443233,auth-7b7f6559d5-t7pnq,1583,729,35689915
1771605308.415443233,execution-6445bbb759-vk6xk,1587,39,3985508
1771605308.415443233,gateway-695b648d4f-ltwgg,1582,844,43070323
1771605308.415443233,jaeger-5b98486cdb-5chnh,7,0,0
1771605308.415443233,marketdata-74dd4b564c-pm4xr,1587,1486,447401010
1771605308.415443233,redis-7c9f8cfd8-8fjd4,156281,1,6676
1771605308.415443233,risk-67c98ff578-rlv99,1587,653,35100748
1771605308.415443233,rqdelay-cms88,0,0,0
1771605308.415443233,rqdelay-v9tjl,0,0,0
1771605309.172051596,auth-7b7f6559d5-t7pnq,1585,729,35689915
1771605309.172051596,execution-6445bbb759-vk6xk,1589,39,3985508
1771605309.172051596,gateway-695b648d4f-ltwgg,1584,844,43070323
1771605309.172051596,jaeger-5b98486cdb-5chnh,9,0,0
1771605309.172051596,marketdata-74dd4b564c-pm4xr,1590,1486,447401010
1771605309.172051596,redis-7c9f8cfd8-8fjd4,156284,1,6676
1771605309.172051596,risk-67c98ff578-rlv99,1589,653,35100748
1771605309.172051596,rqdelay-cms88,0,0,0
1771605309.172051596,rqdelay-v9tjl,0,0,0
1771605309.941802043,auth-7b7f6559d5-t7pnq,1587,729,35689915
1771605309.941802043,execution-6445bbb759-vk6xk,1591,39,3985508
1771605309.941802043,gateway-695b648d4f-ltwgg,1586,844,43070323
1771605309.941802043,jaeger-5b98486cdb-5chnh,11,0,0
1771605309.941802043,marketdata-74dd4b564c-pm4xr,1592,1486,447401010
1771605309.941802043,redis-7c9f8cfd8-8fjd4,156290,1,6676
1771605309.941802043,risk-67c98ff578-rlv99,1591,653,35100748
1771605309.941802043,rqdelay-cms88,0,0,0
1771605309.941802043,rqdelay-v9tjl,0,0,0
1771605310.684227045,auth-7b7f6559d5-t7pnq,1589,729,35689915
1771605310.684227045,execution-6445bbb759-vk6xk,1593,39,3985508
1771605310.684227045,gateway-695b648d4f-ltwgg,1590,844,43070323
1771605310.684227045,jaeger-5b98486cdb-5chnh,16,0,0
1771605310.684227045,marketdata-74dd4b564c-pm4xr,1594,1486,447401010
1771605310.684227045,redis-7c9f8cfd8-8fjd4,156295,1,6676
1771605310.684227045,risk-67c98ff578-rlv99,1593,653,35100748
1771605310.684227045,rqdelay-cms88,0,0,0
1771605310.684227045,rqdelay-v9tjl,0,0,0
1771605311.429455772,auth-7b7f6559d5-t7pnq,1594,729,35689915
1771605311.429455772,execution-6445bbb759-vk6xk,1595,39,3985508
1771605311.429455772,gateway-695b648d4f-ltwgg,1592,844,43070323
1771605311.429455772,jaeger-5b98486cdb-5chnh,22,0,0
1771605311.429455772,marketdata-74dd4b564c-pm4xr,1598,1486,447401010
1771605311.429455772,redis-7c9f8cfd8-8fjd4,156301,1,6676
1771605311.429455772,risk-67c98ff578-rlv99,1595,653,35100748
1771605311.429455772,rqdelay-cms88,0,0,0
1771605311.429455772,rqdelay-v9tjl,0,0,0
1771605312.204013963,auth-7b7f6559d5-t7pnq,1596,729,35689915
1771605312.204013963,execution-6445bbb759-vk6xk,1597,39,3985508
1771605312.204013963,gateway-695b648d4f-ltwgg,1594,844,43070323
1771605312.204013963,jaeger-5b98486cdb-5chnh,24,0,0
1771605312.204013963,marketdata-74dd4b564c-pm4xr,1600,1486,447401010
1771605312.204013963,redis-7c9f8cfd8-8fjd4,156307,1,6676
1771605312.204013963,risk-67c98ff578-rlv99,1597,653,35100748
1771605312.204013963,rqdelay-cms88,0,0,0
1771605312.204013963,rqdelay-v9tjl,0,0,0
1771605312.960469933,auth-7b7f6559d5-t7pnq,1596,729,35689915
1771605312.960469933,execution-6445bbb759-vk6xk,1599,39,3985508
1771605312.960469933,gateway-695b648d4f-ltwgg,1596,844,43070323
1771605312.960469933,jaeger-5b98486cdb-5chnh,26,0,0
1771605312.960469933,marketdata-74dd4b564c-pm4xr,1602,1486,447401010
1771605312.960469933,redis-7c9f8cfd8-8fjd4,156312,1,6676
1771605312.960469933,risk-67c98ff578-rlv99,1599,653,35100748
1771605312.960469933,rqdelay-cms88,0,0,0
1771605312.960469933,rqdelay-v9tjl,0,0,0
1771605313.703265412,auth-7b7f6559d5-t7pnq,1598,729,35689915
1771605313.703265412,execution-6445bbb759-vk6xk,1601,39,3985508
1771605313.703265412,gateway-695b648d4f-ltwgg,1598,844,43070323
1771605313.703265412,jaeger-5b98486cdb-5chnh,28,0,0
1771605313.703265412,marketdata-74dd4b564c-pm4xr,1604,1486,447401010
1771605313.703265412,redis-7c9f8cfd8-8fjd4,156318,1,6676
1771605313.703265412,risk-67c98ff578-rlv99,1599,653,35100748
1771605313.703265412,rqdelay-cms88,0,0,0
1771605313.703265412,rqdelay-v9tjl,0,0,0
1771605314.462133388,auth-7b7f6559d5-t7pnq,1600,729,35689915
1771605314.462133388,execution-6445bbb759-vk6xk,1601,39,3985508
1771605314.462133388,gateway-695b648d4f-ltwgg,1600,844,43070323
1771605314.462133388,jaeger-5b98486cdb-5chnh,30,0,0
1771605314.462133388,marketdata-74dd4b564c-pm4xr,1606,1486,447401010
1771605314.462133388,redis-7c9f8cfd8-8fjd4,156322,1,6676
1771605314.462133388,risk-67c98ff578-rlv99,1601,653,35100748
1771605314.462133388,rqdelay-cms88,0,0,0
1771605314.462133388,rqdelay-v9tjl,0,0,0
1771605315.208497445,auth-7b7f6559d5-t7pnq,1602,729,35689915
1771605315.208497445,execution-6445bbb759-vk6xk,1603,39,3985508
1771605315.208497445,gateway-695b648d4f-ltwgg,1602,844,43070323
1771605315.208497445,jaeger-5b98486cdb-5chnh,32,0,0
1771605315.208497445,marketdata-74dd4b564c-pm4xr,1608,1486,447401010
1771605315.208497445,redis-7c9f8cfd8-8fjd4,156325,1,6676
1771605315.208497445,risk-67c98ff578-rlv99,1603,653,35100748
1771605315.208497445,rqdelay-cms88,0,0,0
1771605315.208497445,rqdelay-v9tjl,0,0,0
1771605315.976629702,auth-7b7f6559d5-t7pnq,1604,729,35689915
1771605315.976629702,execution-6445bbb759-vk6xk,1605,39,3985508
1771605315.976629702,gateway-695b648d4f-ltwgg,1606,844,43070323
1771605315.976629702,jaeger-5b98486cdb-5chnh,38,0,0
1771605315.976629702,marketdata-74dd4b564c-pm4xr,1611,1486,447401010
1771605315.976629702,redis-7c9f8cfd8-8fjd4,156329,1,6676
1771605315.976629702,risk-67c98ff578-rlv99,1605,653,35100748
1771605315.976629702,rqdelay-cms88,0,0,0
1771605315.976629702,rqdelay-v9tjl,0,0,0
1771605316.734307730,auth-7b7f6559d5-t7pnq,1608,729,35689915
1771605316.734307730,execution-6445bbb759-vk6xk,1607,39,3985508
1771605316.734307730,gateway-695b648d4f-ltwgg,1608,844,43070323
1771605316.734307730,jaeger-5b98486cdb-5chnh,41,0,0
1771605316.734307730,marketdata-74dd4b564c-pm4xr,1613,1486,447401010
1771605316.734307730,redis-7c9f8cfd8-8fjd4,156334,1,6676
1771605316.734307730,risk-67c98ff578-rlv99,1609,653,35100748
1771605316.734307730,rqdelay-cms88,0,0,0
1771605316.734307730,rqdelay-v9tjl,0,0,0
1771605317.487317898,auth-7b7f6559d5-t7pnq,1610,729,35689915
1771605317.487317898,execution-6445bbb759-vk6xk,1609,39,3985508
1771605317.487317898,gateway-695b648d4f-ltwgg,1610,844,43070323
1771605317.487317898,jaeger-5b98486cdb-5chnh,43,0,0
1771605317.487317898,marketdata-74dd4b564c-pm4xr,1615,1486,447401010
1771605317.487317898,redis-7c9f8cfd8-8fjd4,156339,1,6676
1771605317.487317898,risk-67c98ff578-rlv99,1611,653,35100748
1771605317.487317898,rqdelay-cms88,0,0,0
1771605317.487317898,rqdelay-v9tjl,0,0,0
1771605318.261052738,auth-7b7f6559d5-t7pnq,1612,729,35689915
1771605318.261052738,execution-6445bbb759-vk6xk,1611,39,3985508
1771605318.261052738,gateway-695b648d4f-ltwgg,1612,844,43070323
1771605318.261052738,jaeger-5b98486cdb-5chnh,45,0,0
1771605318.261052738,marketdata-74dd4b564c-pm4xr,1617,1486,447401010
1771605318.261052738,redis-7c9f8cfd8-8fjd4,156342,1,6676
1771605318.261052738,risk-67c98ff578-rlv99,1611,653,35100748
1771605318.261052738,rqdelay-cms88,0,0,0
1771605318.261052738,rqdelay-v9tjl,0,0,0
1771605319.029246227,auth-7b7f6559d5-t7pnq,1614,729,35689915
1771605319.029246227,execution-6445bbb759-vk6xk,1613,39,3985508
1771605319.029246227,gateway-695b648d4f-ltwgg,1612,844,43070323
1771605319.029246227,jaeger-5b98486cdb-5chnh,47,0,0
1771605319.029246227,marketdata-74dd4b564c-pm4xr,1619,1486,447401010
1771605319.029246227,redis-7c9f8cfd8-8fjd4,156346,1,6676
1771605319.029246227,risk-67c98ff578-rlv99,1613,653,35100748
1771605319.029246227,rqdelay-cms88,0,0,0
1771605319.029246227,rqdelay-v9tjl,0,0,0
1771605319.782915031,auth-7b7f6559d5-t7pnq,1616,729,35689915
1771605319.782915031,execution-6445bbb759-vk6xk,1615,39,3985508
1771605319.782915031,gateway-695b648d4f-ltwgg,1614,844,43070323
1771605319.782915031,jaeger-5b98486cdb-5chnh,49,0,0
1771605319.782915031,marketdata-74dd4b564c-pm4xr,1621,1486,447401010
1771605319.782915031,redis-7c9f8cfd8-8fjd4,156350,1,6676
1771605319.782915031,risk-67c98ff578-rlv99,1615,653,35100748
1771605319.782915031,rqdelay-cms88,0,0,0
1771605319.782915031,rqdelay-v9tjl,0,0,0
1771605320.530553648,auth-7b7f6559d5-t7pnq,1618,729,35689915
1771605320.530553648,execution-6445bbb759-vk6xk,1617,39,3985508
1771605320.530553648,gateway-695b648d4f-ltwgg,1614,844,43070323
1771605320.530553648,jaeger-5b98486cdb-5chnh,51,0,0
1771605320.530553648,marketdata-74dd4b564c-pm4xr,1623,1486,447401010
1771605320.530553648,redis-7c9f8cfd8-8fjd4,156354,1,6676
1771605320.530553648,risk-67c98ff578-rlv99,1617,653,35100748
1771605320.530553648,rqdelay-cms88,0,0,0
1771605320.530553648,rqdelay-v9tjl,0,0,0
1771605321.296428472,auth-7b7f6559d5-t7pnq,1620,729,35689915
1771605321.296428472,execution-6445bbb759-vk6xk,1619,39,3985508
1771605321.296428472,gateway-695b648d4f-ltwgg,1616,844,43070323
1771605321.296428472,jaeger-5b98486cdb-5chnh,53,0,0
1771605321.296428472,marketdata-74dd4b564c-pm4xr,1625,1486,447401010
1771605321.296428472,redis-7c9f8cfd8-8fjd4,156358,1,6676
1771605321.296428472,risk-67c98ff578-rlv99,1621,653,35100748
1771605321.296428472,rqdelay-cms88,0,0,0
1771605321.296428472,rqdelay-v9tjl,0,0,0
1771605322.039082980,auth-7b7f6559d5-t7pnq,1622,729,35689915
1771605322.039082980,execution-6445bbb759-vk6xk,1623,39,3985508
1771605322.039082980,gateway-695b648d4f-ltwgg,1618,844,43070323
1771605322.039082980,jaeger-5b98486cdb-5chnh,55,0,0
1771605322.039082980,marketdata-74dd4b564c-pm4xr,1627,1486,447401010
1771605322.039082980,redis-7c9f8cfd8-8fjd4,156363,1,6676
1771605322.039082980,risk-67c98ff578-rlv99,1623,653,35100748
1771605322.039082980,rqdelay-cms88,0,0,0
1771605322.039082980,rqdelay-v9tjl,0,0,0
1771605322.788653208,auth-7b7f6559d5-t7pnq,1624,729,35689915
1771605322.788653208,execution-6445bbb759-vk6xk,1625,39,3985508
1771605322.788653208,gateway-695b648d4f-ltwgg,1620,844,43070323
1771605322.788653208,jaeger-5b98486cdb-5chnh,57,0,0
1771605322.788653208,marketdata-74dd4b564c-pm4xr,1629,1486,447401010
1771605322.788653208,redis-7c9f8cfd8-8fjd4,156368,1,6676
1771605322.788653208,risk-67c98ff578-rlv99,1625,653,35100748
1771605322.788653208,rqdelay-cms88,0,0,0
1771605322.788653208,rqdelay-v9tjl,0,0,0
1771605323.548301110,auth-7b7f6559d5-t7pnq,1626,729,35689915
1771605323.548301110,execution-6445bbb759-vk6xk,1627,39,3985508
1771605323.548301110,gateway-695b648d4f-ltwgg,1622,844,43070323
1771605323.548301110,jaeger-5b98486cdb-5chnh,59,0,0
1771605323.548301110,marketdata-74dd4b564c-pm4xr,1631,1486,447401010
1771605323.548301110,redis-7c9f8cfd8-8fjd4,156373,1,6676
1771605323.548301110,risk-67c98ff578-rlv99,1627,653,35100748
1771605323.548301110,rqdelay-cms88,0,0,0
1771605323.548301110,rqdelay-v9tjl,0,0,0
1771605324.309419341,auth-7b7f6559d5-t7pnq,1628,729,35689915
1771605324.309419341,execution-6445bbb759-vk6xk,1629,39,3985508
1771605324.309419341,gateway-695b648d4f-ltwgg,1624,844,43070323
1771605324.309419341,jaeger-5b98486cdb-5chnh,62,0,0
1771605324.309419341,marketdata-74dd4b564c-pm4xr,1633,1486,447401010
1771605324.309419341,redis-7c9f8cfd8-8fjd4,156378,1,6676
1771605324.309419341,risk-67c98ff578-rlv99,1629,653,35100748
1771605324.309419341,rqdelay-cms88,0,0,0
1771605324.309419341,rqdelay-v9tjl,0,0,0
1771605325.044078930,auth-7b7f6559d5-t7pnq,1630,729,35689915
1771605325.044078930,execution-6445bbb759-vk6xk,1631,39,3985508
1771605325.044078930,gateway-695b648d4f-ltwgg,1627,844,43070323
1771605325.044078930,jaeger-5b98486cdb-5chnh,64,0,0
1771605325.044078930,marketdata-74dd4b564c-pm4xr,1635,1486,447401010
1771605325.044078930,redis-7c9f8cfd8-8fjd4,156382,1,6676
1771605325.044078930,risk-67c98ff578-rlv99,1631,653,35100748
1771605325.044078930,rqdelay-cms88,0,0,0
1771605325.044078930,rqdelay-v9tjl,0,0,0
1771605325.772227924,auth-7b7f6559d5-t7pnq,1632,729,35689915
1771605325.772227924,execution-6445bbb759-vk6xk,1633,39,3985508
1771605325.772227924,gateway-695b648d4f-ltwgg,1628,844,43070323
1771605325.772227924,jaeger-5b98486cdb-5chnh,66,0,0
1771605325.772227924,marketdata-74dd4b564c-pm4xr,1637,1486,447401010
1771605325.772227924,redis-7c9f8cfd8-8fjd4,156388,1,6676
1771605325.772227924,risk-67c98ff578-rlv99,1633,653,35100748
1771605325.772227924,rqdelay-cms88,0,0,0
1771605325.772227924,rqdelay-v9tjl,0,0,0
1771605326.499496012,auth-7b7f6559d5-t7pnq,1634,729,35689915
1771605326.499496012,execution-6445bbb759-vk6xk,1637,39,3985508
1771605326.499496012,gateway-695b648d4f-ltwgg,1630,844,43070323
1771605326.499496012,jaeger-5b98486cdb-5chnh,70,0,0
1771605326.499496012,marketdata-74dd4b564c-pm4xr,1639,1486,447401010
1771605326.499496012,redis-7c9f8cfd8-8fjd4,156393,1,6676
1771605326.499496012,risk-67c98ff578-rlv99,1633,653,35100748
1771605326.499496012,rqdelay-cms88,0,0,0
1771605326.499496012,rqdelay-v9tjl,0,0,0
